UNIVERSAL PRODUCT CODE,QUANTITY
813865025534,1
813865025466,1
813865025428,1
812526022028,1
812526022011,1
812526021953,1
812526021946,1
812526021939,1
812526021922,1
812526021885,1
812526021823,1
812526021786,1
812526021762,1
812526021755,1
812526021748,1
812526021731,1
812526021724,1
812526020505,1
812526020482,1
812526020475,1
812526020437,1
812526020369,1
812526020352,1
812526020277,1
812441028129,1
812441028112,1
812441027979,1
812441027962,1
812441027955,1
812441021175,1
812285025834,1
812285025674,1
812285025612,1
812285025605,1
812285025544,1
812285025452,1
812285025445,1
812285025438,1
811777021835,1
811777021811,1
811777021781,1
811777021774,1
811777021743,1
811777020548,1
811777020425,1
811607033663,1
811607033656,1
811607033618,1
811607033601,1
811607033564,1
811607033557,1
811607032369,1
811607032352,1
811607032345,1
811607032321,1
811607032307,1
811607032291,1
811607032284,1
811607032277,1
811607032260,1
811607032246,1
811607032239,1
811607032222,1
811607032215,1
811607032208,1
811338036339,1
811338036322,1
811338036285,1
811338036209,1
811338036193,1
811338035721,1
811338035592,1
811338035585,1
811338035578,1
811338035561,1
811338035189,1
811338035158,1
811338034526,1
811338034229,1
811338034151,1
811338034144,1
811338034137,1
811338034090,1
811338034083,1
811338034076,1
811338033406,1
811154031051,1
811154031020,1
811154031006,1
811154030986,1
811154030979,1
811154030955,1
811154030948,1
811154030931,1
811154030900,1
811154030474,1
811154030351,1
811154030344,1
811154030238,1
811154030221,1
811154030016,1
811154030009,1
810237024614,1
810237024454,1
810237024423,1
810237024416,1
810237024409,1
810237024393,1
810237024317,1
810237023426,1
810237023389,1
810237023235,1
810237023204,1
810237023112,1
810237023082,1
810237023051,1
810237023044,1
810237023013,1
810237023006,1
810046233337,1
810046233313,1
810046233139,1
810046233115,1
810038641751,1
810038641683,1
810038641676,1
810038641669,1
810038641652,1
810035752337,1
810035752313,1
810035752306,1
810035752221,1
810035751750,1
810035751668,1
810035751651,1
810035751644,1
810035751576,1
810035751569,1
810035751545,1
810035751538,1
810035751521,1
810035751507,1
810035751453,1
810035751446,1
810035751439,1
810035751392,1
810035751354,1
810035751309,1
810035751279,1
810035751255,1
810035751248,1
810035751224,1
810035751217,1
810035751163,1
810035751156,1
810035751132,1
810035751125,1
810035751101,1
810035751095,1
810035751071,1
810035751057,1
810035751033,1
810035751019,1
806703951706,1
806703951607,1
806703951508,1
806703951300,1
806703917603,1
806703917542,1
806703917504,1
806703915906,1
806703915654,1
806703915616,1
806703915609,1
806703915456,1
806703915449,1
806703915432,1
806703915418,1
806703915401,1
806703915340,1
806703915333,1
806703915326,1
806703915319,1
806703914626,1
806703914619,1
806703914602,1
806703914527,1
806703914510,1
806703914503,1
806703913568,1
806703913551,1
806703913544,1
806703913537,1
806703913520,1
806703913513,1
806703913483,1
806703913452,1
806703912998,1
806703912899,1
806703912882,1
806703912707,1
806703912691,1
806703912615,1
806703912608,1
806703912578,1
806703912554,1
806703912530,1
806703912516,1
806703912493,1
806703912455,1
806703912356,1
806703912295,1
806703912202,1
806703912073,1
806703912066,1
806703911991,1
806703911946,1
806703911908,1
806703911755,1
806703911748,1
806703911533,1
806703911526,1
806703911373,1
806703911366,1
806703911304,1
806703911021,1
806703910864,1
806703910772,1
806703085432,1
806703085418,1
806703085371,1
806703085074,1
806703085050,1
806703014111,1
806703014012,1
798681641925,1
798681641864,1
798681641291,1
798681639823,1
798681639199,1
798681632381,1
798681629145,1
798681629022,1
798681628650,1
798681626724,1
798681626663,1
798681626656,1
798681626649,1
798681626632,1
798681626540,1
798681626427,1
798681623976,1
798681623938,1
798681622740,1
798681622719,1
798681622207,1
798681622191,1
798681621347,1
798681621309,1
798681619542,1
798681618798,1
798681618286,1
798681618262,1
798681618248,1
798681614912,1
798681613137,1
798681613120,1
798681609055,1
798681607556,1
798681605149,1
798681605125,1
798681604517,1
798681600199,1
798681600182,1
798681599479,1
798681599202,1
798681599011,1
798681598724,1
798681598403,1
798681598380,1
798681597765,1
798681597239,1
798681596607,1
798681596270,1
798681596201,1
798681591596,1
798681583423,1
798681583393,1
798681582686,1
798681582532,1
798681581535,1
798681581313,1
798681578313,1
798681578306,1
798681578207,1
798681577842,1
798681572762,1
798681555468,1
798681554744,1
798681554737,1
798681544752,1
798681538812,1
798681538782,1
798681534845,1
798681529582,1
798681513505,1
798681506019,1
798681505951,1
798681504138,1
798681503995,1
798681474271,1
798681450695,1
798681448739,1
798681443352,1
798681441426,1
798681438020,1
798681437146,1
798681437139,1
798681436170,1
798681418497,1
798681415205,1
798681406623,1
798681406609,1
798681402144,1
798681317479,1
798681306701,1
798681306695,1
798681306633,1
798681304172,1
798681303953,1
787790288435,1
787790283232,1
787790272045,1
787450712027,1
787450690936,1
787450690172,1
787450685048,1
787450683204,1
787450681415,1
787450681392,1
787450668539,1
787450660427,1
787450660397,1
787450660366,1
787450657373,1
787450647626,1
787450614932,1
787450608948,1
787450608917,1
787450606951,1
787450596733,1
787450591042,1
787450574458,1
787450573451,1
787450545823,1
787450528277,1
787450525092,1
787450525061,1
787450524842,1
787450524521,1
787450524491,1
787450524484,1
787450516038,1
787450515994,1
787450514669,1
787450512832,1
787450510630,1
787450474901,1
787450465749,1
787450455757,1
787450382329,1
787450232792,1
787450077676,1
787450074477,1
787450071186,1
787450044357,1
764503914591,1
764503913884,1
764503913860,1
764503913839,1
764503913808,1
764503913730,1
764503913648,1
764503913358,1
764503912535,1
764503911422,1
764503910616,1
764503502231,1
764503502224,1
764503502194,1
764503502170,1
764503335020,1
764503315022,1
764503301353,1
764503301346,1
764503275029,1
764503236020,1
764503047923,1
764503047541,1
764503047305,1
764503046896,1
764503043680,1
764503043659,1
764503040795,1
764503040313,1
764503037832,1
764503037528,1
764503037450,1
764503037337,1
764503036866,1
764503035920,1
764503033964,1
764503033957,1
764503033896,1
764503033339,1
764503033292,1
764503032615,1
764503027154,1
764503026171,1
764503009822,1
764503009808,1
764503005381,1
764503001338,1
764503001055,1
764503001024,1
764503000959,1
764503000911,1
764503000881,1
761226090038,1
761226089896,1
761226089872,1
761226089858,1
761226089841,1
761226089834,1
761226089681,1
761226089674,1
761226089094,1
761226088646,1
761226088394,1
761226088387,1
761226088042,1
761226088028,1
761226087946,1
761226087939,1
761226087922,1
761226087854,1
761226087717,1
761226087700,1
761226087694,1
761226087274,1
761226087267,1
761226087199,1
761226087137,1
761226087083,1
761226086994,1
761226086987,1
761226086888,1
761226086857,1
761226086840,1
761226086796,1
761226086789,1
761226086208,1
761226085959,1
761226085607,1
761226085539,1
761226037927,1
761226034063,1
761226030164,1
761226029885,1
761226028635,1
761226028529,1
761226023074,1
761226022985,1
761226022831,1
761226022756,1
761226022350,1
752830475281,1
752830473485,1
752830473386,1
752830473287,1
752334900128,1
752334900111,1
752334900104,1
752334600141,1
752334600134,1
752334600127,1
752334600035,1
752334500137,1
752334500021,1
752334401014,1
752334401007,1
752334345103,1
752334340108,1
752334099945,1
752334091826,1
752334091604,1
752334091505,1
752334038036,1
752334010063,1
752334010056,1
752334009968,1
752334009951,1
752334003805,1
748252215826,1
736676439379,1
736676439362,1
736676439348,1
736676439270,1
736676439263,1
736676439249,1
736676439218,1
736676401741,1
736676401734,1
736676401604,1
736676401598,1
736676401505,1
736676401499,1
736676401260,1
736676401185,1
736676401123,1
736676401079,1
736676401055,1
736676401048,1
736676401031,1
736676401017,1
736676311613,1
736676311590,1
736676311545,1
736676311521,1
736676311460,1
736676311453,1
736676311439,1
736676311392,1
736676311361,1
736676311262,1
736676311200,1
736676311149,1
736676311132,1
736676311095,1
736676291014,1
736676291007,1
736676211999,1
736676211968,1
736676211944,1
736676211890,1
736676211883,1
736676211869,1
736676211791,1
736676211630,1
736676211524,1
736676211449,1
736676211388,1
736676211333,1
736676211029,1
736676191222,1
736676191215,1
736676191154,1
736676191093,1
736676191055,1
736676191024,1
736676191000,1
736676180813,1
736676180806,1
736676180295,1
736676180288,1
736676180257,1
736676164028,1
736676164011,1
736676157044,1
736676157020,1
736676137145,1
736676137114,1
736676137107,1
736676137053,1
736676137022,1
736676137015,1
736676132140,1
736676132119,1
736676132010,1
736676132003,1
736676111121,1
736676111008,1
736676086832,1
736676086726,1
736676086504,1
736676086498,1
736676086085,1
736676086054,1
736676085736,1
736676085729,1
736676085712,1
736676085705,1
736676085422,1
736676085408,1
736676085385,1
736676085323,1
736676085309,1
736676085293,1
736676085224,1
736676085194,1
736676085170,1
736676085156,1
736676085149,1
736676085118,1
736676085002,1
736676084227,1
736676084081,1
736676084050,1
736676084043,1
736676084036,1
736676084029,1
736676084005,1
736676067664,1
736676067626,1
736676067596,1
736676067589,1
736676067565,1
736676067398,1
736676067367,1
736676067220,1
736676067114,1
736676067022,1
736676067008,1
736676058891,1
736676058884,1
736676058877,1
736676058860,1
736676058686,1
736676058648,1
736676058556,1
736676058549,1
736676058532,1
736676058471,1
736676058198,1
736676058174,1
736676058167,1
736676058068,1
736676058051,1
736676058013,1
736676057856,1
736676057849,1
736676057832,1
736676057825,1
736676057740,1
736676057733,1
736676057719,1
736676057658,1
736676057375,1
736676057207,1
736676057191,1
736676057184,1
736676055203,1
736676055173,1
736676055074,1
736676055050,1
736676055029,1
736676055012,1
736676054664,1
736676054640,1
736676054626,1
736676054602,1
736676054565,1
736676054527,1
736676054503,1
736676054442,1
736676054398,1
736676054374,1
736676054350,1
736676054312,1
736676054305,1
736676054145,1
736676054107,1
736676054015,1
736676053032,1
736676053025,1
736676053018,1
736676050666,1
736676050659,1
736676050604,1
736676050598,1
736676050512,1
736676050505,1
736676050444,1
736676050437,1
736676050413,1
736676049387,1
736676049356,1
736676049349,1
736676049240,1
736676049233,1
736676049196,1
736676038381,1
736676038374,1
736676038299,1
736676038251,1
736676038244,1
736676038213,1
736676038169,1
736676038107,1
736676037964,1
736676037957,1
736676037919,1
736676037896,1
736676037889,1
736676037872,1
736676037810,1
736676037797,1
736676037582,1
736676037520,1
736676037506,1
736676037469,1
736676037452,1
736676037421,1
736676037018,1
736676036479,1
736676036417,1
736676036257,1
736676036202,1
736676036110,1
736676036073,1
736676036066,1
736676036042,1
736676036004,1
736676032976,1
736676032952,1
736676032914,1
736676032877,1
736676032853,1
736676032839,1
736676032532,1
736676032358,1
736676017898,1
736676017867,1
736676017843,1
736676017836,1
736676017829,1
736676017805,1
736676017775,1
736676017768,1
736676017751,1
736676017744,1
736676017737,1
736676017720,1
736676017713,1
736676017638,1
736676017591,1
736676017577,1
736676017553,1
736676017546,1
736676017539,1
736676017522,1
736676017157,1
736676017072,1
736676017058,1
736676017041,1
736676017027,1
736676012961,1
736676012657,1
736676012640,1
736676012619,1
736676012565,1
736676011513,1
736676011032,1
736676011025,1
736211609793,1
725327934479,1
725327933885,1
725327933878,1
725327933861,1
725327933854,1
725327933786,1
725327933779,1
725327933243,1
725327933236,1
725327933120,1
725327932963,1
725327932758,1
725327932741,1
725327932727,1
725327932512,1
725327932369,1
725327932161,1
725327932154,1
725327932147,1
725327932079,1
725327932062,1
725327932055,1
725327932048,1
725327932017,1
725327931867,1
725327931850,1
725327931577,1
725327931560,1
725327931539,1
725327620860,1
725327620846,1
725327620839,1
725327619307,1
725327619246,1
725327619239,1
725327619208,1
725327619178,1
725327619161,1
725327618744,1
725327618737,1
725327618720,1
725327618713,1
725327618706,1
725327618690,1
725327618683,1
725327618676,1
725327618614,1
725327618607,1
725327618591,1
725327618584,1
725327618577,1
725327618560,1
725327618553,1
725327618287,1
725327618232,1
725327618027,1
725327618003,1
725327617990,1
725327617983,1
725327617723,1
725327617709,1
725327617679,1
725327617662,1
725327617648,1
725327617624,1
725327617617,1
725327617600,1
725327617594,1
725327617556,1
725327617549,1
725327617532,1
725327617525,1
725327617518,1
725327617501,1
725327617495,1
725327617488,1
725327617433,1
725327617419,1
725327617402,1
725327616986,1
725327616511,1
725327616504,1
725327616337,1
725327616320,1
725327616290,1
725327616276,1
725327616238,1
725327616122,1
725327616047,1
725327616030,1
725327616023,1
725327616016,1
725327616009,1
725327615996,1
725327615965,1
725327615880,1
725327615583,1
725327614388,1
725327611585,1
725327611233,1
725327611189,1
725327611172,1
725327610694,1
725327610236,1
725327610212,1
725327610175,1
725327610144,1
725327609957,1
725327609698,1
725327609681,1
725327609377,1
725327608332,1
725327607090,1
725327607083,1
725327606994,1
725327605607,1
725327605430,1
725327604532,1
725327604525,1
725327604358,1
725327602460,1
725327602125,1
725327602118,1
725327601036,1
725327600978,1
725327600954,1
725327600527,1
725327351245,1
725327351238,1
725327341802,1
725327341796,1
725327341468,1
725327340836,1
725327340386,1
725327330080,1
725327320166,1
725327320142,1
725327204060,1
725327204046,1
725327204022,1
725327203025,1
725327203018,1
725327200727,1
725327200185,1
725327200161,1
725327200154,1
725327200130,1
725327200031,1
723364216763,1
723364216183,1
723364215971,1
723364215964,1
723364215957,1
723364215940,1
723364215933,1
723364215926,1
723364215582,1
723364215575,1
723364215469,1
723364215452,1
723364215315,1
723364215308,1
723364215292,1
723364215285,1
723364214608,1
723364214592,1
723364214585,1
723364214561,1
723364214554,1
723364214547,1
723364214462,1
723364214257,1
723364213861,1
723364212994,1
723364212796,1
723364212758,1
723364212741,1
723364212734,1
723364212727,1
723364212543,1
723364211386,1
723364210570,1
723364210525,1
723364210389,1
723364209963,1
723364209956,1
723364209949,1
723364209932,1
723364209888,1
723364209369,1
723364209352,1
723364207303,1
723364207297,1
723364207280,1
723364207006,1
723364206993,1
723364205323,1
723364204425,1
723364202025,1
723364200878,1
723364200861,1
723364200854,1
723364200816,1
723364200298,1
723364200267,1
723364200250,1
723364200243,1
723364200236,1
723364200229,1
723364200090,1
723364200021,1
707129994561,1
707129994509,1
707129994059,1
706397943950,1
706397943943,1
706397941550,1
706397941185,1
706397935795,1
706397935573,1
706397935566,1
706397935511,1
706397935504,1
706397935283,1
706397935276,1
706397934064,1
706397933951,1
706397933944,1
706397933043,1
706397933036,1
706397932961,1
706397932831,1
706397932626,1
706397932527,1
706397932497,1
706397932480,1
706397932459,1
706397932442,1
706397932114,1
706397930325,1
706397930141,1
706397930134,1
706397930110,1
706397929886,1
706397929633,1
706397929626,1
706397929589,1
706397929480,1
706397929466,1
706397928070,1
706397927882,1
706397927066,1
706397926885,1
706397926830,1
706397926748,1
706397926588,1
706397926410,1
706397926304,1
706397926250,1
706397926243,1
706397926120,1
706397926090,1
706397926083,1
706397926076,1
706397926069,1
706397926038,1
706397926021,1
706397925918,1
706397925826,1
706397925680,1
706397925659,1
706397925598,1
706397925567,1
706397925550,1
706397925543,1
706397925505,1
706397922740,1
706397921897,1
706397921705,1
706397921606,1
706397921590,1
706397921446,1
706397921361,1
706397919559,1
706397919542,1
706397919528,1
706397919504,1
706397919498,1
706397919481,1
706397919467,1
706397919443,1
706397919436,1
706397919399,1
706397919382,1
706397919160,1
706397919092,1
706397919054,1
706397919047,1
706397917579,1
706397916961,1
706397916183,1
706397916176,1
706397916022,1
706397913786,1
706397913670,1
706397913649,1
706397913090,1
706397913076,1
706397913069,1
706397913052,1
706397913045,1
706397913038,1
706397913021,1
706397913014,1
706397913007,1
706397912994,1
706397912987,1
706397912970,1
706397912963,1
706397906825,1
706397906641,1
706397906634,1
706397905415,1
706397905309,1
706397904685,1
706397904074,1
706397900793,1
706397900755,1
706397900106,1
706397871994,1
706397865405,1
706397860486,1
706397852665,1
706397851460,1
706397141516,1
706397141097,1
706397092061,1
706397071516,1
706397071080,1
706397041267,1
706397041229,1
706397038021,1
706397031213,1
706397028022,1
706397021023,1
706397012267,1
706397012229,1
706397011062,1
706397011024,1
700600851841,1
700600851803,1
700600851179,1
696528087991,1
696528087984,1
696528087755,1
696528087687,1
688218791851,1
688218791844,1
688218791837,1
688218739495,1
688218739488,1
688218739471,1
688218739464,1
688218739457,1
688218739440,1
688218739433,1
688218739426,1
685757098311,1
685757098236,1
685757098229,1
685757098212,1
685757098199,1
685757098182,1
685757098120,1
685757098113,1
685757098083,1
685757098076,1
685757098045,1
682146910056,1
682146910049,1
681565228193,1
681565227639,1
681565227615,1
681565227516,1
681565227509,1
681565227493,1
681565227486,1
681565226465,1
680599034077,1
680599034053,1
680599034039,1
680599034022,1
680599034015,1
680490947636,1
680490947001,1
680490946998,1
680490946738,1
680175927168,1
678958938203,1
678958799200,1
678958745207,1
678958740202,1
678958738209,1
678958738117,1
678958738025,1
678958735420,1
678958735390,1
678958735208,1
678958732207,1
678958723427,1
678958723243,1
678958722420,1
678958722246,1
678958699203,1
678958645200,1
678958638202,1
678958635201,1
678958632705,1
678958538793,1
678958538649,1
678958538540,1
678958538526,1
678958538403,1
678958538397,1
678958538304,1
678958538243,1
678958538205,1
678958538113,1
678958522402,1
678958522303,1
678958253870,1
678958238723,1
678958138207,1
678958138115,1
678958135206,1
653341470904,1
651984018637,1
651984018026,1
651984015988,1
651984015933,1
651984015872,1
651984015858,1
651984015261,1
651984015247,1
651984014264,1
651984014257,1
651984014240,1
644216175444,1
644216175345,1
644216175246,1
644216174843,1
644216169542,1
644216169443,1
644216168040,1
642230262621,1
642230262584,1
642230262553,1
642230262485,1
642230262324,1
642230262225,1
642230262126,1
642230262119,1
642230262096,1
642230262072,1
642230261891,1
642230261853,1
642230261839,1
642230261815,1
642230261808,1
642230261785,1
642230261778,1
642230261761,1
642230261754,1
642230261747,1
642230261730,1
642230261723,1
642230261655,1
642230261600,1
642230261594,1
642230261587,1
642230261563,1
642230261556,1
642230261525,1
642230261501,1
642230261495,1
642230261471,1
642230261464,1
642230261426,1
642230261341,1
642230261037,1
642230260993,1
642230260955,1
642230260863,1
642230260849,1
642230260665,1
642230260641,1
642230260634,1
642230260610,1
642230260603,1
642230260580,1
642230260566,1
642230260542,1
642230260528,1
642230260504,1
642230260481,1
642230260467,1
642230260405,1
642230260214,1
642230260207,1
642230260085,1
642230259959,1
642230259829,1
642230258518,1
642230257894,1
642230257870,1
640832008579,1
640832008326,1
640832008319,1
640832008302,1
640832008081,1
640832007923,1
640832007916,1
640832007909,1
640832007800,1
640832007794,1
640832007787,1
640832007770,1
640832007763,1
640832007756,1
640832007428,1
640832007411,1
640832007381,1
640832007367,1
640832006551,1
640832006438,1
640832006001,1
640832005943,1
640832005769,1
640832004830,1
640832004816,1
640832004618,1
640832004243,1
640832004212,1
640832004182,1
640832004151,1
640832004120,1
640832004090,1
640832003499,1
640832003482,1
640832003314,1
640832003307,1
640832003291,1
640832003284,1
640832003192,1
640832002720,1
640832002676,1
640832002669,1
640832000900,1
640832000832,1
640832000825,1
640832000795,1
640832000726,1
640832000696,1
640832000597,1
640832000481,1
640832000467,1
640832000450,1
640832000405,1
640832000382,1
640832000290,1
640832000160,1
619835500038,1
619835200259,1
619835200242,1
619835200235,1
619835100153,1
619835090096,1
602686422253,1
602686422246,1
602686422239,1
602686422222,1
602686422215,1
602686422161,1
602686422154,1
602686422116,1
602686422048,1
602686421942,1
602686321112,1
602686313094,1
602686313087,1
602686313056,1
602686292030,1
602686281003,1
602686251112,1
602686222006,1
602686221009,1
602686213004,1
602686212007,1
602686211239,1
602686211086,1
602686211031,1
602686211000,1
98289112422,1
98289112392,1
98289112385,1
98289112316,1
98289112248,1
98289112231,1
98289112224,1
98289112187,1
98289112132,1
98289111975,1
98289111944,1
98289111937,1
98289111920,1
98289111913,1
98289111906,1
98289111890,1
98289111883,1
98289111876,1
98289111852,1
98289111814,1
98289111791,1
98289111678,1
98289111609,1
98289111593,1
98289111579,1
98289111548,1
98289111524,1
98289111470,1
98289111463,1
98289111456,1
98289111449,1
98289111401,1
98289111388,1
98289111364,1
98289111357,1
98289111296,1
98289111227,1
98289111210,1
98289111203,1
98289111197,1
98289111180,1
98289111159,1
98289111050,1
98289042989,1
98289042927,1
98289042644,1
98289035516,1
98289035509,1
98289035493,1
98289035356,1
98289035349,1
98289035325,1
98289035295,1
98289024824,1
98289023643,1
98289023599,1
98289023582,1
98289023568,1
98289023537,1
98289023513,1
98289023506,1
98289020444,1
98289020192,1
98289019332,1
98289015303,1
98289007209,1
98289007193,1
98289007148,1
98289003287,1
98289003270,1
98289001313,1
98289001306,1
98289001290,1
98289001283,1
91664961080,1
91664960724,1
91664960700,1
91664960687,1
91664960670,1
91664960335,1
91664960281,1
91664960236,1
91664960212,1
91664960205,1
91664960199,1
91664960168,1
91664960151,1
91664960144,1
91664960137,1
91664950152,1
91664910903,1
91664904025,1
91664903868,1
91664903851,1
91664903752,1
91664903677,1
91664900249,1
91664900232,1
91664900225,1
82442940533,1
82442915708,1
82442915333,1
82442915326,1
82442915319,1
